 1199 0.388393 0.992162    0.55 0.05
 1200 0.703704 0.995265    0.55 0.05
 1201 0.389952 0.998051    0.55 0.10
 1202 0.500000 0.999645    0.55 0.05
 1203 0.583732 0.996960    0.55 0.05
 1204 0.576389 0.996074    0.55 0.05
 1205 0.527500 1.004422    0.55 0.05
 1206 0.631579 0.998425    0.69 0.05
 1207 0.662037 0.999047    0.55 0.05
 1208 0.321429 0.997959    0.65 0.05
 1209 0.397321 0.996487    0.55 0.05
 1210 0.530093 0.998989    0.69 0.05
 1211 0.782222 0.995248    0.55 0.05
 1212 0.611111 0.996921    0.63 0.05
 1213 0.557870 0.996725    0.65 0.05
 1214 0.522222 1.000133    0.55 0.05
 1215 0.629187 1.001632    0.55 0.05
 1216 0.454545 0.996705    0.55 0.05
 1217 0.467593 1.000000    0.65 0.05
 1218 0.533493 1.000000    0.69 0.05
 1219 0.382353 0.997609    0.69 0.05
 1220 0.480861 0.996747    0.69 0.05
 1221 0.601852 0.998155    0.69 0.05
 1222 0.660714 0.997041    0.55 0.05
 1223 0.551111 0.995149    0.55 0.05
 1224 0.597285 0.995899    0.55 0.12
 1225 0.647321 0.997719    0.55 0.08
 1226 0.580357 1.000364    0.55 0.08
 1227 0.651786 0.998040    0.67 0.05
 1228 0.538462 0.996191    0.55 0.05
 1229 0.552632 0.994694    0.55 0.05
 1230 0.468900 0.997162    0.55 0.05
 1231 0.449761 0.997656    0.69 0.05
 1232 0.497738 1.000000    0.69 0.05
 1233 0.626794 0.991028    0.65 0.05
 1234 0.714932 0.995668    0.67 0.05
 1235 0.542411 0.998347    0.65 0.05
 1236 0.682222 0.997630    0.55 0.05
 1237 0.677033 0.995602    0.55 0.05
 1238 0.745536 0.996012    0.55 0.05
 1239 0.486425 0.996581    0.55 0.05
 1240 0.553333 0.997346    0.67 0.05
 1241 0.287946 1.000000    0.67 0.05
 1242 0.506667 0.996933    0.55 0.10
 1243 0.694196 0.996104    0.55 0.05
 1244 0.484444 0.994352    0.69 0.05
 1245 0.583333 0.997851    0.69 0.05
 1246 0.560268 0.997434    0.55 0.05
 1247 0.651786 0.998673    0.67 0.05
 1248 0.500000 1.000000    0.67 0.05
 1249 0.716518 0.998320    0.69 0.05
 1250 0.300926 0.996298    0.65 0.05
 1251 0.754630 0.999235    0.55 0.05
 1252 0.304233 1.000000    0.69 0.05
 1253 0.520089 1.000000    0.65 0.05
 1254 0.629464 0.994755    0.65 0.05
 1255 0.527778 0.992158    0.69 0.05
 1256 0.650718 0.996935    0.55 0.12
 1257 0.662500 0.998262    0.55 0.05
 1258 0.497685 0.996044    0.59 0.05
 1259 0.716000 0.995128    0.55 0.10
 1260 0.534091 0.999233    0.55 0.05
 1261 0.807692 0.998107    0.67 0.05
 1262 0.208333 0.993418    0.63 0.05
 1263 0.653409 0.998023    0.69 0.05
 1264 0.495370 0.996259    0.63 0.05
 1265 0.638009 0.998279    0.55 0.05
 1266 0.477500 0.997854    0.69 0.05
 1267 0.611607 1.000000    0.69 0.05
 1268 0.380000 0.994365    0.69 0.05
 1269 0.531111 0.999822    0.55 0.05
 1270 0.660633 0.996905    0.55 0.10
 1271 0.444000 0.998008    0.55 0.05
 1272 0.477376 0.997573    0.67 0.05
 1273 0.518100 0.998446    0.55 0.05
 1274 0.508929 0.994341    0.55 0.05
 1275 0.652778 0.999086    0.67 0.05
 1276 0.451705 0.998077    0.63 0.05
 1277 0.398190 0.997733    0.69 0.05
 1278 0.492063 0.997008    0.63 0.05
 1279 0.486607 0.994671    0.67 0.05
 1280 0.515556 1.000000    0.65 0.05
 1281 0.597500 0.996367    0.61 0.05
 1282 0.529412 0.999229    0.55 0.05
 1283 0.615385 0.998139    0.67 0.05
 1284 0.399554 0.994820    0.65 0.05
 1285 0.395000 0.996328    0.55 0.05
 1286 0.615385 0.997083    0.55 0.12
 1287 0.167464 0.997217    0.55 0.08
 1288 0.534161 0.998878    0.55 0.05
 1289 0.565611 0.997886    0.55 0.08
 1290 0.578947 0.996264    0.57 0.05
 1291 0.770833 0.998456    0.65 0.05
 1292 0.540724 0.996222    0.59 0.05
 1293 0.480861 1.000000    0.69 0.05
 1294 0.672249 1.000000    0.63 0.05
 1295 0.552910 0.994859    0.55 0.08
 1296 0.736111 0.998216    0.65 0.05
 1297 0.518100 0.997133    0.69 0.05
 1298 0.551111 1.000000    0.55 0.12
 1299 0.556818 0.997581    0.55 0.05
 1300 0.542411 1.000000    0.69 0.05
 1301 0.680995 0.999997    0.65 0.05
 1302 0.424107 0.998176    0.59 0.05
 1303 0.435407 0.997801    0.65 0.05
 1304 0.578947 0.996296    0.55 0.08
 1305 0.596591 0.993655    0.69 0.05
 1306 0.407407 0.997967    0.69 0.05
 1307 0.458333 0.996754    0.55 0.08
 1308 0.743056 0.996525    0.55 0.05
 1309 0.239819 0.998391    0.69 0.05
 1310 0.334821 0.999127    0.55 0.05
 1311 0.614907 0.996577    0.55 0.05
 1312 0.590062 0.996409    0.65 0.05
 1313 0.411111 0.997269    0.69 0.05
 1314 0.692547 0.996074    0.55 0.05
 1315 0.474537 0.995007    0.55 0.05
 1316 0.423611 0.996971    0.55 0.05
 1317 0.624444 0.994496    0.55 0.05
 1318 0.495370 0.996763    0.63 0.05
 1319 0.433014 1.000000    0.67 0.05
 1320 0.484127 0.998558    0.55 0.10
 1321 0.361111 0.996749    0.55 0.05
 1322 0.687783 0.998752    0.55 0.05
 1323 0.682870 0.996634    0.55 0.05
 1324 0.526667 0.998009    0.65 0.05
 1325 0.455000 0.998203    0.55 0.10
 1326 0.546875 0.997677    0.67 0.05
 1327 0.598086 0.994431    0.63 0.05
 1328 0.634259 0.993138    0.55 0.05
 1329 0.475000 0.997887    0.67 0.05
 1330 0.557500 0.999288    0.63 0.05
 1331 0.392500 0.996116    0.55 0.05
 1332 0.590909 0.998166    0.67 0.05
 1333 0.708333 0.998079    0.55 0.05
 1334 0.678571 0.996836    0.55 0.05
 1335 0.708145 0.997917    0.69 0.05
 1336 0.450893 0.995968    0.69 0.05
 1337 0.611111 0.993391    0.67 0.05
 1338 0.488426 0.995885    0.69 0.05
 1339 0.455026 0.994308    0.55 0.05
 1340 0.600446 0.999468    0.55 0.05
 1341 0.615385 0.997476    0.63 0.05
 1342 0.488426 0.997433    0.55 0.05
 1343 0.762443 0.995516    0.55 0.05
 1344 0.610860 1.000000    0.65 0.05
 1345 0.647059 0.996259    0.55 0.08
 1346 0.569196 0.998744    0.55 0.05
 1347 0.631944 0.998456    0.55 0.05
 1348 0.676136 0.994140    0.67 0.05
 1349 0.712054 0.997762    0.55 0.05
 1350 0.608796 0.997304    0.55 0.08
 1351 0.457014 0.994672    0.69 0.05
 1352 0.622010 0.994745    0.55 0.10
 1353 0.420814 0.998949    0.55 0.05
 1354 0.502262 0.995415    0.69 0.05
 1355 0.737557 0.998034    0.55 0.05
 1356 0.595694 0.996444    0.69 0.05
 1357 0.333333 0.997033    0.65 0.05
 1358 0.506944 0.998058    0.59 0.05
 1359 0.625000 0.998513    0.57 0.05
 1360 0.644796 0.996655    0.55 0.12
 1361 0.631696 0.998261    0.55 0.05
 1362 0.500000 0.997540    0.55 0.05
 1363 0.390625 1.000000    0.69 0.05
 1364 0.472222 0.996205    0.55 0.12
 1365 0.593301 0.999028    0.67 0.05
 1366 0.411765 0.997639    0.67 0.05
 1367 0.461538 0.997255    0.55 0.05
 1368 0.563348 0.998310    0.55 0.05
 1369 0.456019 0.997933    0.67 0.05
 1370 0.504630 1.000000    0.63 0.05
 1371 0.566667 1.000373    0.57 0.05
 1372 0.634259 0.992291    0.69 0.05
 1373 0.619910 1.000000    0.67 0.05
 1374 0.553571 0.996663    0.65 0.05
 1375 0.602679 0.997472    0.65 0.05
 1376 0.604911 0.995363    0.55 0.05
 1377 0.622768 0.994080    0.69 0.05
 1378 0.586124 0.996906    0.65 0.05
 1379 0.582589 0.997801    0.65 0.05
 1380 0.502262 0.997779    0.67 0.05
 1381 0.634921 0.994877    0.67 0.05
 1382 0.638889 0.996767    0.55 0.05
 1383 0.520000 0.998637    0.55 0.08
 1384 0.711111 1.000209    0.67 0.05
 1385 0.388393 0.993921    0.69 0.05
 1386 0.520000 0.994064    0.55 0.05
 1387 0.504464 0.998310    0.67 0.05
 1388 0.599548 0.998085    0.55 0.10
 1389 0.602679 1.000000    0.69 0.05
 1390 0.332579 0.998134    0.63 0.05
 1391 0.526667 0.997106    0.61 0.05
 1392 0.587054 1.000868    0.65 0.05
 1393 0.525463 0.997767    0.67 0.05
 1394 0.428230 0.997469    0.55 0.05
 1395 0.380383 0.995811    0.55 0.05
 1396 0.523148 0.998883    0.63 0.05
 1397 0.468750 0.997467    0.67 0.05
 1398 0.574163 0.998050    0.55 0.05
 1399 0.614833 0.995514    0.55 0.05
 1400 0.573661 0.997847    0.55 0.05
 1401 0.488889 0.994644    0.55 0.12
 1402 0.448661 0.995013    0.55 0.05
 1403 0.595982 0.997829    0.55 0.05
 1404 0.600000 0.995809    0.69 0.05
 1405 0.551339 0.998641    0.55 0.05
 1406 0.488688 0.991914    0.55 0.05
 1407 0.622768 0.994139    0.67 0.05
 1408 0.563348 0.996278    0.55 0.10
 1409 0.440000 0.994727    0.67 0.05
 1410 0.791855 0.991767    0.55 0.05
 1411 0.701357 0.996515    0.55 0.05
 1412 0.515837 0.995463    0.67 0.05
 1413 0.767361 0.994888    0.55 0.05
 1414 0.717195 0.997302    0.69 0.05
 1415 0.559809 0.994143    0.55 0.05
 1416 0.482222 0.995288    0.55 0.12
 1417 0.595982 1.000000    0.67 0.05
 1418 0.573661 0.996917    0.63 0.05
 1419 0.565341 0.993156    0.67 0.05
 1420 0.624434 0.997669    0.55 0.05
 1421 0.606335 0.994519    0.69 0.05
 1422 0.613426 1.000000    0.67 0.05
 1423 0.493056 0.996266    0.55 0.05
 1424 0.522321 0.995745    0.67 0.05
 1425 0.648148 0.995678    0.69 0.05
 1426 0.636161 0.998117    0.65 0.05
 1427 0.586124 0.998932    0.69 0.05
 1428 0.537946 0.994350    0.69 0.05
 1429 0.690045 0.998626    0.55 0.12
 1430 0.526786 0.995413    0.55 0.12
 1431 0.439732 0.995582    0.55 0.10
 1432 0.809955 1.000000    0.69 0.05
🔍 Env feature shape = (60, 27)
Using cpu device
step 5,000  last_reward = -0.00025
step 10,000  last_reward = -0.00019
step 15,000  last_reward = +0.00000
step 20,000  last_reward = -0.00003
step 25,000  last_reward = -0.00054
step 30,000  last_reward = -0.00011
step 35,000  last_reward = +0.00081
step 40,000  last_reward = -0.00052
step 45,000  last_reward = -0.00201
step 50,000  last_reward = -0.00220
step 55,000  last_reward = +0.00010
step 60,000  last_reward = -0.00007
step 65,000  last_reward = +0.00058
step 70,000  last_reward = -0.00025
step 75,000  last_reward = -0.00020
step 80,000  last_reward = -0.00001
step 85,000  last_reward = +0.00015
step 90,000  last_reward = -0.00007
step 95,000  last_reward = +0.00004
step 100,000  last_reward = -0.00016
step 100,000  ε = 0.277
step 105,000  last_reward = -0.00240
step 110,000  last_reward = +0.00023
step 115,000  last_reward = +0.00000
step 120,000  last_reward = -0.00152
step 125,000  last_reward = -0.00006
step 130,000  last_reward = -0.00207
step 135,000  last_reward = +0.00000
step 140,000  last_reward = -0.00013
step 145,000  last_reward = +0.00016
step 150,000  last_reward = -0.00035
step 155,000  last_reward = -0.00249
step 160,000  last_reward = +0.00000
step 165,000  last_reward = +0.00011
step 170,000  last_reward = -0.00161
----------------------------------
| rollout/            |          |
|    exploration_rate | 0.26     |
| time/               |          |
|    episodes         | 4        |
|    fps              | 2931     |
|    time_elapsed     | 58       |
|    total_timesteps  | 171864   |
| train/              |          |
|    learning_rate    | 0.0001   |
|    loss             | 8.84     |
|    n_updates        | 42940    |
----------------------------------
step 175,000  last_reward = -0.00010
step 180,000  last_reward = -0.00029
step 185,000  last_reward = -0.00000
step 190,000  last_reward = +0.00019
step 195,000  last_reward = -0.00250
step 200,000  last_reward = +0.00013
step 200,000  ε = 0.253
step 205,000  last_reward = +0.00045
step 210,000  last_reward = +0.00005
step 215,000  last_reward = -0.00022
step 220,000  last_reward = +0.00021
step 225,000  last_reward = -0.00019
step 230,000  last_reward = -0.00188
step 235,000  last_reward = -0.00023
step 240,000  last_reward = +0.00047
step 245,000  last_reward = +0.00051
step 250,000  last_reward = -0.00048
step 255,000  last_reward = -0.00003
step 260,000  last_reward = -0.00010
step 265,000  last_reward = +0.00008
step 270,000  last_reward = -0.00040
step 275,000  last_reward = -0.00053
step 280,000  last_reward = +0.00002
step 285,000  last_reward = +0.00056
step 290,000  last_reward = -0.00041
step 295,000  last_reward = -0.00019
step 300,000  last_reward = -0.00016
step 300,000  ε = 0.230
step 305,000  last_reward = -0.00017
step 310,000  last_reward = -0.00008
step 315,000  last_reward = +0.00035
step 320,000  last_reward = +0.00000
step 325,000  last_reward = +0.00032
step 330,000  last_reward = -0.00013
step 335,000  last_reward = -0.00028
step 340,000  last_reward = +0.00001
----------------------------------
| rollout/            |          |
|    exploration_rate | 0.22     |
| time/               |          |
|    episodes         | 8        |
|    fps              | 2930     |
|    time_elapsed     | 117      |
|    total_timesteps  | 343728   |
| train/              |          |
|    learning_rate    | 0.0001   |
|    loss             | 14       |
|    n_updates        | 85906    |
----------------------------------
step 345,000  last_reward = -0.00017
step 350,000  last_reward = -0.00002
step 355,000  last_reward = -0.00229
step 360,000  last_reward = +0.00008
step 365,000  last_reward = +0.00038
step 370,000  last_reward = +0.00026
step 375,000  last_reward = +0.00107
step 380,000  last_reward = +0.00065
step 385,000  last_reward = -0.00055
step 390,000  last_reward = -0.00000
step 395,000  last_reward = -0.00013
step 400,000  last_reward = -0.00032
step 400,000  ε = 0.207
step 405,000  last_reward = -0.00000
step 410,000  last_reward = +0.00002
step 415,000  last_reward = +0.00000
step 420,000  last_reward = +0.00055
step 425,000  last_reward = +0.00018
step 430,000  last_reward = -0.00026
step 435,000  last_reward = +0.00037
step 440,000  last_reward = -0.00012
step 445,000  last_reward = -0.00038
step 450,000  last_reward = -0.00000
step 455,000  last_reward = -0.00188
step 460,000  last_reward = +0.00063
step 465,000  last_reward = +0.00049
step 470,000  last_reward = -0.00055
step 475,000  last_reward = +0.00075
step 480,000  last_reward = +0.00006
step 485,000  last_reward = -0.00053
step 490,000  last_reward = +0.00000
step 495,000  last_reward = -0.00024
step 500,000  last_reward = +0.00019
step 500,000  ε = 0.183
step 505,000  last_reward = +0.00000
step 510,000  last_reward = -0.00026
step 515,000  last_reward = -0.00005
----------------------------------
| rollout/            |          |
|    exploration_rate | 0.18     |
| time/               |          |
|    episodes         | 12       |
|    fps              | 2928     |
|    time_elapsed     | 176      |
|    total_timesteps  | 515592   |
| train/              |          |
|    learning_rate    | 0.0001   |
|    loss             | 8.19     |
|    n_updates        | 128872   |
----------------------------------
step 520,000  last_reward = -0.00019
step 525,000  last_reward = -0.00019
step 530,000  last_reward = +0.00012
step 535,000  last_reward = -0.00015
step 540,000  last_reward = +0.00001
step 545,000  last_reward = -0.00005
step 550,000  last_reward = -0.00332
step 555,000  last_reward = +0.00000
step 560,000  last_reward = +0.00020
step 565,000  last_reward = -0.00006
step 570,000  last_reward = -0.00220
step 575,000  last_reward = +0.00020
step 580,000  last_reward = -0.00034
step 585,000  last_reward = -0.00053
step 590,000  last_reward = +0.00090
step 595,000  last_reward = -0.00371
step 600,000  last_reward = +0.00045
step 600,000  ε = 0.160
step 605,000  last_reward = +0.00029
step 610,000  last_reward = +0.00000
step 615,000  last_reward = -0.00010
step 620,000  last_reward = +0.00000
step 625,000  last_reward = +0.00003
step 630,000  last_reward = -0.00052
step 635,000  last_reward = -0.00018
step 640,000  last_reward = +0.00005
step 645,000  last_reward = +0.00014
step 650,000  last_reward = -0.00040
step 655,000  last_reward = +0.00000
step 660,000  last_reward = +0.00000
step 665,000  last_reward = +0.00000
step 670,000  last_reward = +0.00060
step 675,000  last_reward = -0.00034
step 680,000  last_reward = -0.00137
step 685,000  last_reward = -0.00239
----------------------------------
| rollout/            |          |
|    exploration_rate | 0.14     |
| time/               |          |
|    episodes         | 16       |
|    fps              | 2922     |
|    time_elapsed     | 235      |
|    total_timesteps  | 687456   |
| train/              |          |
|    learning_rate    | 0.0001   |
|    loss             | 3.45     |
|    n_updates        | 171838   |
----------------------------------
step 690,000  last_reward = -0.00039
step 695,000  last_reward = -0.00018
step 700,000  last_reward = -0.00035
step 700,000  ε = 0.137
step 705,000  last_reward = -0.00025
step 710,000  last_reward = +0.00113
step 715,000  last_reward = -0.00015
step 720,000  last_reward = -0.00019
step 725,000  last_reward = -0.00025
step 730,000  last_reward = -0.00003
step 735,000  last_reward = -0.00039
step 740,000  last_reward = +0.00000
step 745,000  last_reward = +0.00001
step 750,000  last_reward = -0.00062
step 755,000  last_reward = +0.00003
step 760,000  last_reward = +0.00000
step 765,000  last_reward = +0.00014
step 770,000  last_reward = -0.00015
step 775,000  last_reward = -0.00000
step 780,000  last_reward = +0.00031
step 785,000  last_reward = -0.00063
step 790,000  last_reward = -0.00046
step 795,000  last_reward = -0.00051
step 800,000  last_reward = -0.00004
step 800,000  ε = 0.113
step 805,000  last_reward = -0.00034
step 810,000  last_reward = +0.00051
step 815,000  last_reward = +0.00006
step 820,000  last_reward = +0.00000
step 825,000  last_reward = +0.00018
step 830,000  last_reward = +0.00052
step 835,000  last_reward = +0.00030
step 840,000  last_reward = +0.00010
step 845,000  last_reward = -0.00042
step 850,000  last_reward = +0.00009
step 855,000  last_reward = -0.00012
----------------------------------
| rollout/            |          |
|    exploration_rate | 0.0995   |
| time/               |          |
|    episodes         | 20       |
|    fps              | 2915     |
|    time_elapsed     | 294      |
|    total_timesteps  | 859320   |
| train/              |          |
|    learning_rate    | 0.0001   |
|    loss             | 1.09     |
|    n_updates        | 214804   |
----------------------------------
step 860,000  last_reward = +0.00011
step 865,000  last_reward = -0.00022
step 870,000  last_reward = +0.00045
step 875,000  last_reward = +0.00030
step 880,000  last_reward = +0.00011
step 885,000  last_reward = -0.00023
step 890,000  last_reward = -0.00003
step 895,000  last_reward = +0.00051
step 900,000  last_reward = +0.00000
step 900,000  ε = 0.090
step 905,000  last_reward = -0.00004
step 910,000  last_reward = +0.00000
step 915,000  last_reward = -0.00035
step 920,000  last_reward = +0.00035
step 925,000  last_reward = +0.00090
step 930,000  last_reward = -0.00008
step 935,000  last_reward = +0.00049
step 940,000  last_reward = +0.00000
step 945,000  last_reward = -0.00032
step 950,000  last_reward = +0.00000
step 955,000  last_reward = -0.00033
step 960,000  last_reward = -0.00005
step 965,000  last_reward = -0.00006
step 970,000  last_reward = +0.00067
step 975,000  last_reward = +0.00012
step 980,000  last_reward = -0.00203
step 985,000  last_reward = -0.00024
step 990,000  last_reward = +0.00037
step 995,000  last_reward = -0.00059
step 1,000,000  last_reward = +0.00000
step 1,000,000  ε = 0.067
step 1,005,000  last_reward = -0.00324
step 1,010,000  last_reward = +0.00162
step 1,015,000  last_reward = +0.00108
step 1,020,000  last_reward = -0.00013
step 1,025,000  last_reward = -0.00102
step 1,030,000  last_reward = +0.00002
----------------------------------
| rollout/            |          |
|    exploration_rate | 0.0594   |
| time/               |          |
|    episodes         | 24       |
|    fps              | 2905     |
|    time_elapsed     | 354      |
|    total_timesteps  | 1031184  |
| train/              |          |
|    learning_rate    | 0.0001   |
|    loss             | 5.73     |
|    n_updates        | 257770   |
----------------------------------
step 1,035,000  last_reward = +0.00028
step 1,040,000  last_reward = -0.00009
step 1,045,000  last_reward = +0.00019
step 1,050,000  last_reward = +0.00000
step 1,055,000  last_reward = +0.00082
step 1,060,000  last_reward = +0.00067
step 1,065,000  last_reward = -0.00087
step 1,070,000  last_reward = +0.00031
step 1,075,000  last_reward = +0.00012
step 1,080,000  last_reward = +0.00028
step 1,085,000  last_reward = -0.00086
step 1,090,000  last_reward = +0.00027
step 1,095,000  last_reward = -0.00035
step 1,100,000  last_reward = +0.00028
step 1,100,000  ε = 0.043
step 1,105,000  last_reward = -0.00026
step 1,110,000  last_reward = +0.00035
step 1,115,000  last_reward = +0.00012
step 1,120,000  last_reward = -0.00006
step 1,125,000  last_reward = -0.00026
step 1,130,000  last_reward = +0.00007
step 1,135,000  last_reward = +0.00000
step 1,140,000  last_reward = +0.00130
step 1,145,000  last_reward = +0.00014
step 1,150,000  last_reward = -0.00052
step 1,155,000  last_reward = -0.00020
step 1,160,000  last_reward = +0.00027
step 1,165,000  last_reward = +0.00000
step 1,170,000  last_reward = -0.00200
step 1,175,000  last_reward = -0.00018
step 1,180,000  last_reward = +0.00026
step 1,185,000  last_reward = -0.00034
step 1,190,000  last_reward = -0.00014
step 1,195,000  last_reward = +0.00017
step 1,200,000  last_reward = +0.00057
step 1,200,000  ε = 0.020
----------------------------------
| rollout/            |          |
|    exploration_rate | 0.02     |
| time/               |          |
|    episodes         | 28       |
|    fps              | 2898     |
|    time_elapsed     | 415      |
|    total_timesteps  | 1203048  |
| train/              |          |
|    learning_rate    | 0.0001   |
|    loss             | 0.545    |
|    n_updates        | 300736   |
----------------------------------
step 1,205,000  last_reward = +0.00000
step 1,210,000  last_reward = +0.00027
step 1,215,000  last_reward = +0.00006
step 1,220,000  last_reward = +0.00075
step 1,225,000  last_reward = +0.00000
step 1,230,000  last_reward = +0.00020
step 1,235,000  last_reward = -0.00075
step 1,240,000  last_reward = +0.00014
step 1,245,000  last_reward = +0.00008
step 1,250,000  last_reward = +0.00015
step 1,255,000  last_reward = -0.00017
step 1,260,000  last_reward = -0.00036
step 1,265,000  last_reward = -0.00000
step 1,270,000  last_reward = -0.00098
step 1,275,000  last_reward = +0.00064
step 1,280,000  last_reward = -0.00057
step 1,285,000  last_reward = -0.00000
step 1,290,000  last_reward = -0.00005
step 1,295,000  last_reward = +0.00023
step 1,300,000  last_reward = -0.00103
step 1,300,000  ε = 0.020
step 1,305,000  last_reward = -0.00029
step 1,310,000  last_reward = +0.00012
step 1,315,000  last_reward = +0.00031
step 1,320,000  last_reward = -0.00044
step 1,325,000  last_reward = -0.00000
step 1,330,000  last_reward = +0.00028
step 1,335,000  last_reward = +0.00005
step 1,340,000  last_reward = +0.00021
step 1,345,000  last_reward = -0.00005
step 1,350,000  last_reward = -0.00048
step 1,355,000  last_reward = -0.00020
step 1,360,000  last_reward = -0.00015
step 1,365,000  last_reward = -0.00091
step 1,370,000  last_reward = -0.00053
----------------------------------
| rollout/            |          |
|    exploration_rate | 0.02     |
| time/               |          |
|    episodes         | 32       |
|    fps              | 2885     |
|    time_elapsed     | 476      |
|    total_timesteps  | 1374912  |
| train/              |          |
|    learning_rate    | 0.0001   |
|    loss             | 4.89     |
|    n_updates        | 343702   |
----------------------------------
step 1,375,000  last_reward = -0.00010
step 1,380,000  last_reward = +0.00024
step 1,385,000  last_reward = +0.00000
step 1,390,000  last_reward = +0.00008
step 1,395,000  last_reward = -0.00000
step 1,400,000  last_reward = -0.00038
step 1,400,000  ε = 0.020
step 1,405,000  last_reward = +0.00163
step 1,410,000  last_reward = -0.00066
step 1,415,000  last_reward = +0.00017
step 1,420,000  last_reward = +0.00003
step 1,425,000  last_reward = -0.00003
step 1,430,000  last_reward = +0.00058
step 1,435,000  last_reward = -0.00062
step 1,440,000  last_reward = -0.00053
step 1,445,000  last_reward = +0.00039
step 1,450,000  last_reward = -0.00002
step 1,455,000  last_reward = +0.00003
step 1,460,000  last_reward = -0.00012
step 1,465,000  last_reward = +0.00019
step 1,470,000  last_reward = +0.00000
step 1,475,000  last_reward = +0.00127
step 1,480,000  last_reward = +0.00031
step 1,485,000  last_reward = +0.00063
step 1,490,000  last_reward = -0.00001
step 1,495,000  last_reward = +0.00110
step 1,500,000  last_reward = -0.00010
step 1,500,000  ε = 0.020
